Standard Type Name,Standard Type ID,Standard Signal Name,Standard Signal ID,Signal Attribute,Unit,Enumerated Value,Value Type,Signal Type
Lithium Battery,60015,Position where the highest temperature was detected,30028,Statistic,,,USHORT,OTHER
Lithium Battery,60015,Lowest Temperature,30029,Statistic,°C,,FLOAT,OTHER
Lithium Battery,60015,Position where the lowest temperature was detected,30030,Statistic,,,USHORT,OTHER
Lithium Battery,60015,Total charge,30031,Statistic,Wh,,UINT,OTHER
Lithium Battery,60015,Total discharge,30032,Statistic,Wh,,UINT,OTHER
Lithium Battery,60015,Number of discharges,30033,Statistic,,,UINT,OTHER
Lithium Battery,60015,Highest cell voltage,30034,Statistic,mV,,USHORT,OTHER
Lithium Battery,60015,Position where the highest cell voltage was detected,30035,Statistic,,,USHORT,OTHER
Lithium Battery,60015,Lowest cell voltage,30036,Statistic,mV,,USHORT,OTHER
Lithium Battery,60015,Position where the lowest cell voltage was detected,30037,Statistic,,,USHORT,OTHER
Lithium Battery,60015,Highest cell SOC,30038,Statistic,%,,USHORT,OTHER
Lithium Battery,60015,Position where the highest cell SOC was detected,30039,Statistic,,,USHORT,OTHER
Lithium Battery,60015,Lowest cell SOC,30040,Statistic,%,,USHORT,OTHER
Lithium Battery,60015,Position where the lowest cell SOC was detected,30041,Statistic,,,USHORT,OTHER
Lithium Battery,60015,Optimization unit status,30042,Statistic,,[0: Disconnected]/[1: Normal]/[2: Bypass]/[other: N/A],ENUM,OTHER
Lithium Battery,60015,Charge/Discharge power,30044,Statistic,W,,INT,OTHER
Lithium Battery,60015,Average temperature of battery modules,30045,Statistic,°C,,FLOAT,OTHER
Lithium Battery,60015,Number of cycles,30047,Statistic,,,UINT,OTHER
Lithium Battery,60015,Accumulated Charge Watt-hours On The Lithium Battery Busbar Side,30048,Statistic,Wh,,UINT,OTHER
Lithium Battery,60015,Accumulated Discharge  Watt-hours On The Lithium Battery Busbar Side,30049,Statistic,Wh,,UINT,OTHER
Lithium Battery,60015,Accumulated Discharge  Watt-hours On The Lithium Battery Busbar Side,30050,Statistic,Wh,,UINT,OTHER
Lithium Battery,60015,SOE,30054,Statistic,%,,USHORT,OTHER
Lithium Battery,60015,Max Temperature Per Day,30055,Statistic,°C,,FLOAT,OTHER
Lithium Battery,60015,Min Temperature Per Day,30056,Statistic,°C,,FLOAT,OTHER
Lithium Battery,60015,Avg Temperature Per Day,30057,Statistic,°C,,FLOAT,OTHER
Lithium Battery,60015,Highest Cell SOH,30060,Statistic,%,,USHORT,OTHER
Lithium Battery,60015,Cell with Highest SOH,30061,Statistic,,,USHORT,OTHER
Lithium Battery,60015,Lowest Cell SOH,30062,Statistic,%,,USHORT,OTHER
Lithium Battery,60015,Cell with Lowest SOH,30063,Statistic,,,USHORT,OTHER
Lithium Battery,60015,Electricity Bill During Self Staggering,30064,Statistic,,,FLOAT,OTHER
Lithium Battery,60015,Total Charging Capacity,33619,Statistic,Ah,,FLOAT,OTHER
Lithium Battery,60015,Total Discharge Capacity,33620,Statistic,Ah,,FLOAT,OTHER
Lithium Battery,60015,Balance status of all cells,33621,Statistic,,,USHORT,OTHER
Battery Group,60016,Battery State,10001,Sampling,,[0: Float Charging]/[1: Boost Charging]/[2: Discharging]/[3: Hibernating]/[4: Charging]/[5: Offline]/[other: N/A],ENUM,DI
Battery Group,60016,Voltage,10002,Sampling,V,,FLOAT,AI
Battery Group,60016,Current,10003,Sampling,A,,FLOAT,AI
Battery Group,60016,Remaining Capacity Percent,10004,Sampling,%,,FLOAT,AI
Battery Group,60016,Temperature,10005,Sampling,°C,,FLOAT,AI
Battery Group,60016,Total Discharged Capacity,10006,Sampling,kWh,,FLOAT,AI
Battery Group,60016,Remaining Backup Time,10007,Sampling,h,,FLOAT,AI
Battery Group,60016,Total Cycle Times,10008,Sampling,times,,UINT,AI
Battery Group,60016,Current Limiting State,10009,Sampling,,[0: No Current Limiting]/[1: Current Limiting]/[other: N/A],ENUM,DI
Battery Group,60016,Test State,10010,Sampling,,[0: Idle]/[1: Testing]/[2: Pre-boost Charging]/[other: N/A],ENUM,DI
Battery Group,60016,On/Off State,10011,Sampling,,[0: Low Voltage Off]/[1: Scheduled Off]/[2: Capacity Off]/[3: High Temperature Off]/[4: Manual Off]/[5: Forced Off]/[6: On]/[7: Low Temperature Off]/[8: Maintenance Off]/[other: N/A],ENUM,DI
Battery Group,60016,Test Mode,10012,Sampling,,[0: Idle]/[1: Planned Test]/[2: Scheduled Test]/[3: Manual Standard Test]/[4: Short Test]/[5: AC Outage Test]/[6: Simplified Test]/[7: Checking Test]/[other: N/A],ENUM,DI
Battery Group,60016,Total Rated Capacity,10013,Sampling,Ah,,UINT,AI
Battery Group,60016,Remaining Capacity,10014,Sampling,Ah,,UINT,AI
Battery Group,60016,Battery Type,10015,Sampling,,[22: ESM-A]/[23: TCB-A1]/[24: TCB-C1]/[10: TCB-B]/[11: TCB-C]/[12: BBS 4840Z]/[13: ESM-BX]/[14: ESU-A]/[15: ESU-H]/[16: FLOOD]/[17: Rebak-F4899T]/[18: 12V AGM]/[19: Lithium]/[0: Common Lead-acid Battery]/[1: DCB-A]/[2: DCB-A1]/[3: DCB-B]/[4: DCB-Y]/[5: SCB]/[6: SCB-A1]/[7: FCB-A]/[8: FCB-B]/[9: TCB-A]/[20: Sodium-ion Battery]/[21: FCB-B1]/[other: N/A],ENUM,DI
Battery Group,60016,SOH,10016,Sampling,%,,UINT,AI
Battery Group,60016,Model,10018,Sampling,,,STRING,AI
Battery Group,60016,Brand,10019,Sampling,,,STRING,AI
Battery Group,60016,Model,10020,Sampling,,[22: Agisson SCB-A1]/[23: Agisson TCB-A]/[24: Agisson TCB-C]/[25: Agisson TCB-A1]/[26: Agisson TCB-C1]/[255: Other]/[214: Agisson BERU-TCB-B]/[215: Agisson DCB-A]/[10: Northstar Blue]/[11: Northstar Red]/[12: Leoch LPF12]/[13: Exide M12V FT]/[14: 12V Shoto AGM]/[15: 12V Narada AGM]/[16: Agisson DCB-A1]/[17: Agisson DCB-B]/[18: Agisson DCB-Y]/[19: Agisson FCB]/[0: Shoto 6-FMX]/[100: VRLA]/[2: Shoto 6-XFMJ]/[3: Shoto GFM]/[4: Coslight 6-GFM-X]/[5: Narada 6-GFM-F]/[6: Narada 12NDF]/[7: Dengta 6-GFMF]/[8: Enersys 12TD-F]/[9: Enersys SBS-F]/[20: Agisson FCB-B]/[21: Agisson SCB]/[other: N/A],ENUM,DI
Battery Group,60016,Battery String Quantity,10021,Sampling,,,UINT,AI
Battery Group,60016,Production Date,10022,Sampling,,,TIME,AI
Battery Group,60016,Installation Date,10023,Sampling,,,TIME,AI
Battery Group,60016,Temperature 2,10024,Sampling,°C,,FLOAT,AI
Battery Group,60016,Temperature 3,10025,Sampling,°C,,FLOAT,AI
Battery Group,60016,Charge/Discharge Power,10026,Sampling,kW,,FLOAT,AI
Battery Group,60016,Total Discharge Times,10027,Sampling,times,,UINT,AI
Battery Group,60016,Remaining Backup Time (AI),10028,Sampling,h,,FLOAT,AI
Battery Group,60016,Backup Time (AI),10029,Sampling,h,,FLOAT,AI
Battery Group,60016,Remaining Capacity Percent (AI),10030,Sampling,%,,UINT,AI
Battery Group,60016,Total Installed Capacity,10031,Sampling,kWh,,FLOAT,AI
Battery Group,60016,Remaining Capacity (AI),10032,Sampling,Ah,,UINT,AI
Battery Group,60016,Battery Test Start Failure Cause,10033,Sampling,,[0: None]/[1: Battery Test Started]/[101: AC Input Failure]/[102: AC Input Overvoltage]/[103: AC Input Undervoltage]/[301: PSU Communication Failure]/[401: DCDC Communication Failure]/[104: AC Input Phase Failure]/[1003: System Not in Auto Control Mode]/[302: PSU Protection]/[402: DCDC Protection]/[1002: Lower Than Test End Capacity]/[303: PSU Fault]/[501: SSU Communication Failure]/[403: DCDC Fault]/[1001: Lower Than Test End Temperature]/[304: All PSUs No Output]/[404: All DCDCs No Output]/[701: Battery High Temperature]/[603: PV Optimizer Disconnected]/[801: Battery Circuit Broken]/[504: All SSUs No Output]/[702: Battery Temperature Protection]/[901: Lithium Battery Testing]/[802: Battery Reversely Connected]/[703: Low Busbar Voltage]/[704: BLVD Disconnected]/[902: Power System Paralleling]/[803: Power System Paralleling Abnormal]/[705: Battery Overcurrent]/[903: Enable Mains Peak Shaving]/[804: Abnormal Current Detected]/[706: Battery Missing]/[904: Test Stopped by DI]/[805: Abnormal Voltage Detected]/[707: Zero Battery String]/[905: Battery Not in Float or Equalized Charging]/[806: Monitoring Module Fault]/[708: Battery Abnormal]/[906: Battery Not in Float Charging]/[other: N/A],ENUM,AI
Battery Group,60016,ESN,19100,Sampling,,,STRING,AI
Battery Group,60016,Standard Test Control,20002,Config,,[0: Stop]/[1: Start]/[other: N/A],ENUM,DO
Battery Group,60016,Charge Current-limiting Coefficient,20003,Config,C10,,FLOAT,AO
Battery Group,60016,Enable Short Test,20004,Config,,[0: Disable]/[1: Enable]/[other: N/A],ENUM,DO
Battery Group,60016,Short Test Interval,20005,Config,day,,UINT,AO
Battery Group,60016,Short Test Time,20006,Config,min,,UINT,AO
Battery Group,60016,Short Test End Voltage,20007,Config,V,,FLOAT,AO
Battery Group,60016,Standard Test End Voltage,20008,Config,V,,FLOAT,AO
Battery Group,60016,Standard Test End Capacity,20009,Config,%,,FLOAT,AO
Battery Group,60016,Standard Test End Temperature,20010,Config,°C,,FLOAT,AO
Battery Group,60016,Standard Test End Time,20011,Config,min,,UINT,AO
Battery Group,60016,Time Test Mode,20012,Config,,[1: Planned Test]/[2: Scheduled Test]/[0: Disable]/[other: N/A],ENUM,DO
Battery Group,60016,Battery Test Times/year,20013,Config,times,,UINT,AO
Battery Group,60016,Planned Test Time 1,20014,Config,,,TIME,AO
Battery Group,60016,Planned Test Time 2,20015,Config,,,TIME,AO
Battery Group,60016,Planned Test Time 3,20016,Config,,,TIME,AO
Battery Group,60016,Planned Test Time 4,20017,Config,,,TIME,AO
Battery Group,60016,Planned Test Time 5,20018,Config,,,TIME,AO
Battery Group,60016,Planned Test Time 6,20019,Config,,,TIME,AO
Battery Group,60016,Scheduled Test Start Time,20020,Config,,,TIME,AO
Battery Group,60016,Scheduled Test Interval,20021,Config,day,,UINT,AO
Battery Group,60016,Enable AC Outage Test,20022,Config,,[0: Disable]/[1: Enable]/[other: N/A],ENUM,DO
Battery Group,60016,Short Test Control,20023,Config,,[0: Stop]/[1: Start]/[other: N/A],ENUM,DO
Battery Group,60016,SOH Subhealth Threshold,20024,Config,%,,FLOAT,AO
Battery Group,60016,SOH Aging Threshold,20025,Config,%,,FLOAT,AO
Battery Group,60016,Battery Type,20026,Config,,[0: Common Lead-acid Battery]/[1: DCB-A]/[2: DCB-A1]/[3: DCB-B]/[4: DCB-Y]/[5: SCB]/[6: SCB-A1]/[7: FCB-A]/[8: FCB-B]/[9: TCB-A]/[10: TCB-B]/[11: TCB-C]/[12: BBS 4840Z]/[13: ESM-BX]/[14: ESU-A]/[15: ESU-H]/[16: FLOOD]/[17: Rebak-F4899T]/[18: 12V AGM]/[19: Lithium]/[20: Sodium-ion Battery]/[21: FCB-B1]/[22: ESM-A]/[23: TCB-A1]/[24: TCB-C1]/[other: N/A],ENUM,DO
Battery Group,60016,Installation Date,20027,Config,,,TIME,AO
Battery Group,60016,Manufacturer,20028,Config,,[0: Shoto]/[1: Narada]/[2: Coslight]/[3: Dengta]/[4: Enersys]/[5: Northstar]/[6: Leoch]/[7: Exide]/[8: Agisson]/[255: Other]/[9: Eltek]/[other: N/A],ENUM,DO
Battery Group,60016,BLVD Voltage,20029,Config,V,,FLOAT,AO
Battery Group,60016,Float Charge Voltage,20030,Config,V,,FLOAT,AO
Battery Group,60016,Boost Charge Voltage,20031,Config,V,,FLOAT,AO
Battery Group,60016,Battery String Quantity,20032,Config,pcs,,UBYTE,AO
Battery Group,60016,Model,20033,Config,,[255: Other]/[0: Shoto 6-FMX]/[2: Shoto 6-XFMJ]/[3: Shoto GFM]/[4: Coslight 6-GFM-X]/[5: Narada 6-GFM-F]/[6: Narada 12NDF]/[7: Dengta 6-GFMF]/[8: Enersys 12TD-F]/[9: Enersys SBS-F]/[10: Northstar Blue]/[11: Northstar Red]/[12: Leoch LPF12]/[13: Exide M12V FT]/[100: VRLA]/[14: 12V Shoto AGM]/[15: 12V Narada AGM]/[214: Agisson BERU-TCB-B]/[215: Agisson DCB-A]/[16: Agisson DCB-A1]/[17: Agisson DCB-B]/[18: Agisson DCB-Y]/[19: Agisson FCB]/[20: Agisson FCB-B]/[21: Agisson SCB]/[22: Agisson SCB-A1]/[23: Agisson TCB-A]/[24: Agisson TCB-C]/[25: Agisson TCB-A1]/[26: Agisson TCB-C1]/[other: N/A],ENUM,DO
Battery Group,60016,Production Date,20034,Config,,,TIME,AO
Battery Group,60016,Single-string Rated Capacity,20035,Config,Ah,,FLOAT,AO
Battery Group,60016,Enable Smart Hibernation,20036,Config,,[0: Disable]/[1: Enable]/[other: N/A],ENUM,DO
Battery Group,60016,Total Rated Capacity,20037,Config,Ah,,FLOAT,AO
Battery Group,60016,Model,20038,Config,,,STRING,AO
Battery Group,60016,Brand,20039,Config,,,STRING,AO
Battery Group,60016,Manufacturer,20042,Config,,,STRING,AO
Battery Group,60016,Enable iLock,20043,Config,,[0: Disable]/[1: Enable]/[other: N/A],ENUM,DO
Battery Group,60016,iLock Verify Timeout Interval,20044,Config,h,,UINT,AO
Battery Group,60016,iLock Verify Timeout Interval,20045,Config,min,,UINT,AO
Battery Group,60016,BLVD contactor,20046,Config,,[0: NO]/[1: YES]/[other: N/A],ENUM,AO
Battery Group,60016,Data Reset Clear,20047,Config,,[1: YES]/[other: N/A],ENUM,AO
Battery Group,60016,Auto Battery Test Start Failure Request Flag,20057,Config,,,UINT,AO
Battery Group,60016,Device model,29100,Config,,,STRING,AO
Battery Group,60016,ESN,50012,Config,,,STRING,AO
Battery Group,60016,Battery State,30001,Statistic,,[0: Float Charging]/[1: Boost Charging]/[2: Discharging]/[3: Hibernating]/[4: Charging]/[5: Offline]/[other: N/A],ENUM,OTHER
Battery Group,60016,Voltage,30002,Statistic,V,,FLOAT,OTHER
Battery Group,60016,Current,30003,Statistic,A,,FLOAT,OTHER
Battery Group,60016,Temperature,30004,Statistic,°C,,FLOAT,OTHER
Battery Group,60016,On/Off State,30005,Statistic,,[0: Low Voltage Off]/[1: Scheduled Off]/[2: Capacity Off]/[3: High Temperature Off]/[4: Manual Off]/[5: Forced Off]/[6: On]/[7: Low Temperature Off]/[8: Maintenance Off]/[other: N/A],ENUM,OTHER
Battery Group,60016,Charge Times per Day,30007,Statistic,times,,UINT,OTHER
Battery Group,60016,Discharge Times per Day,30008,Statistic,times,,UINT,OTHER
Battery Group,60016,Discharge Duration per Day,30009,Statistic,h,,FLOAT,OTHER
Battery Group,60016,Total Discharged Capacity,30010,Statistic,kWh,,FLOAT,OTHER
Battery Group,60016,Total Cycle Times,30011,Statistic,times,,UINT,OTHER
Battery Group,60016,SOH,30012,Statistic,%,,UINT,OTHER
Battery Group,60016,Longest Discharge Duration per Day,30013,Statistic,h,,FLOAT,OTHER
Battery Group,60016,Discharged Capacity per Day,30014,Statistic,kWh,,FLOAT,OTHER
Battery Group,60016,Temperature 2,30015,Statistic,°C,,FLOAT,OTHER
Battery Group,60016,Temperature 3,30016,Statistic,°C,,FLOAT,OTHER
Battery Group,60016,Remaining Capacity Percent,30017,Statistic,%,,FLOAT,OTHER
Battery Group,60016,Total Charge Times,30018,Statistic,times,,UINT,OTHER
Battery Group,60016,Total Discharge Times,30019,Statistic,times,,UINT,OTHER
Battery Group,60016,Total Runtime,30020,Statistic,h,,FLOAT,OTHER
Battery Group,60016,Discharged Capacity per Hour,30021,Statistic,kWh,,FLOAT,OTHER
Battery Group,60016,High Temp Runtime per Day,30022,Statistic,h,,FLOAT,OTHER
Battery Group,60016,Low Temp Runtime per Day,30023,Statistic,h,,FLOAT,OTHER
Battery Group,60016,Charge/Discharge Power,30024,Statistic,kW,,FLOAT,OTHER
Battery String,60017,Voltage,10001,Sampling,V,,FLOAT,AI
Battery String,60017,Current,10002,Sampling,A,,FLOAT,AI
Battery String,60017,SOH,10003,Sampling,%,,UINT,AI
Battery String,60017,Remaining Capacity Percent,10004,Sampling,%,,UINT,AI
Battery String,60017,Middle Voltage,10005,Sampling,V,,FLOAT,AI
Battery String,60017,Rated Capacity,10006,Sampling,Ah,,FLOAT,AI
Battery String,60017,Remaining Capacity,10007,Sampling,Ah,,FLOAT,AI
Battery String,60017,Battery Type,10008,Sampling,,[11: TCB-C]/[12: BBS 4840Z]/[13: ESM-BX]/[14: ESU-A]/[15: ESU-H]/[16: FLOOD]/[17: Rebak-F4899T]/[18: 12V AGM]/[19: Lithium]/[0: Common Lead-acid Battery]/[1: DCB-A]/[2: DCB-A1]/[3: DCB-B]/[4: DCB-Y]/[5: SCB]/[6: SCB-A1]/[7: FCB-A]/[8: FCB-B]/[9: TCB-A]/[20: Sodium-ion Battery]/[10: TCB-B]/[21: FCB-B1]/[other: N/A],ENUM,DI
Battery String,60017,Manufacturer,10009,Sampling,,,STRING,AI
Battery String,60017,Installation Date,10010,Sampling,,,TIME,AI
Battery String,60017,Model,10011,Sampling,,,STRING,AI
Battery String,60017,Production Date,10012,Sampling,,,TIME,AI
Battery String,60017,Model,10014,Sampling,,[11: Northstar Red]/[12: Leoch LPF12]/[13: Exide M12V FT]/[14: 12V Shoto AGM]/[15: 12V Narada AGM]/[0: Shoto 6-FMX]/[100: VRLA]/[2: Shoto 6-XFMJ]/[3: Shoto GFM]/[4: Coslight 6-GFM-X]/[5: Narada 6-GFM-F]/[6: Narada 12NDF]/[7: Dengta 6-GFMF]/[8: Enersys 12TD-F]/[9: Enersys SBS-F]/[10: Northstar Blue]/[other: N/A],ENUM,DI
Battery String,60017,Remaining Capacity Percent (AI),10015,Sampling,%,,UINT,AI
Battery String,60017,SOH (AI),10016,Sampling,%,,UINT,AI
Battery String,60017,Remaining Capacity (AI),10017,Sampling,Ah,,FLOAT,AI
Battery String,60017,Battery Type,20001,Config,,[0: Common Lead-acid Battery]/[1: DCB-A]/[2: DCB-A1]/[3: DCB-B]/[4: DCB-Y]/[5: SCB]/[6: SCB-A1]/[7: FCB-A]/[8: FCB-B]/[9: TCB-A]/[10: TCB-B]/[11: TCB-C]/[12: BBS 4840Z]/[13: ESM-BX]/[14: ESU-A]/[15: ESU-H]/[16: FLOOD]/[17: Rebak-F4899T]/[18: 12V AGM]/[19: Lithium]/[20: Sodium-ion Battery]/[21: FCB-B1]/[other: N/A],ENUM,DI
Battery String,60017,Manufacturer,20002,Config,,,STRING,AI
Battery String,60017,Installation Date,20003,Config,,,TIME,AI
Battery String,60017,Model,20004,Config,,[0: Shoto 6-FMX]/[2: Shoto 6-XFMJ]/[3: Shoto GFM]/[4: Coslight 6-GFM-X]/[5: Narada 6-GFM-F]/[6: Narada 12NDF]/[7: Dengta 6-GFMF]/[8: Enersys 12TD-F]/[9: Enersys SBS-F]/[10: Northstar Blue]/[11: Northstar Red]/[12: Leoch LPF12]/[13: Exide M12V FT]/[100: VRLA]/[14: 12V Shoto AGM]/[15: 12V Narada AGM]/[other: N/A],ENUM,DI
Battery String,60017,Production Date,20005,Config,,,TIME,AI
Battery String,60017,Battery String No.,20008,Config,,,UINT,AI
Battery String,60017,AI Battery String SOH,20009,Config,%,,UINT,AO
Battery String,60017,AI Remaining Battery Capacity Percent,20010,Config,%,,UINT,AO
Battery String,60017,Voltage,30001,Statistic,V,,FLOAT,OTHER
Battery String,60017,Current,30002,Statistic,A,,FLOAT,OTHER
Battery String,60017,SOH,30003,Statistic,%,,UINT,OTHER
Battery String,60017,SOH (AI),30004,Statistic,%,,UINT,OTHER
Air Conditioner,60022,Return Air Temperature,10002,Sampling,°C,,FLOAT,AI
Air Conditioner,60022,Air Conditioner Total Runtime,10005,Sampling,h,,FLOAT,AI
Air Conditioner,60022,Model,10006,Sampling,,[770: PC2000H-2]/[771: SP4D-1]/[772: PC300D(Black)]/[750: PC700D]/[773: PC1500H-3]/[774: PC2500D]/[752: AH3000-1]/[775: PC1000D-1]/[753: PC3000D]/[776: PC3000D-1]/[754: PC5D]/[777: PC1500D-1]/[755: PC300D]/[778: HC5012]/[756: AH2000]/[779: PC300D-1]/[757: PC1500]/[758: SP5D]/[737: AH1500]/[759: PC1500H-1]/[738: AH3000]/[739: PC500D]/[780: PC300D-2]/[781: PC3000D-2]/[760: PC2000H]/[761: PC2300H]/[740: AH1500D]/[762: PC2300]/[741: AH3000D]/[763: ACM-2]/[786: PC6H]/[742: PC500]/[764: PC1500H-2]/[787: PC3000D-3]/[743: PC1000D]/[765: PC2000H-1]/[744: SP4D]/[766: AH1500-1]/[745: PC300 ]/[767: SP3D]/[768: SP3D-1]/[746: PC300-1]/[769: PC5000]/[747: PC1000H]/[748: PC1500H]/[749: PC1500D]/[other: N/A],ENUM,DI
Air Conditioner,60022,Running State,10007,Sampling,,[0: Power Off]/[1: Standby]/[2: Operating]/[3: Air Supply ]/[4: Cooling]/[5: Faulty]/[6: Automatic]/[7: Heating]/[8: Dehumidification]/[other: N/A],ENUM,DI
Air Conditioner,60022,Compressor Work State,10008,Sampling,,[0: Standby]/[1: Operating]/[2: Faulty]/[3: Power Off]/[other: N/A],ENUM,DI
Air Conditioner,60022,Compressor Total Runtime,10009,Sampling,h,,FLOAT,AI
Air Conditioner,60022,Internal Fan Total Runtime,10012,Sampling,h,,FLOAT,AI
Air Conditioner,60022,External Fan Total Runtime,10013,Sampling,h,,FLOAT,AI
Air Conditioner,60022,Total Energy Consumption,10014,Sampling,kWh,,FLOAT,AI
Air Conditioner,60022,Manufacturer,10015,Sampling,,,STRING,AI
Air Conditioner,60022,Production Date,10016,Sampling,,,TIME,AI
Air Conditioner,60022,Installation Date,10017,Sampling,,,TIME,AI
Air Conditioner,60022,Brand,10018,Sampling,,,STRING,AI
Air Conditioner,60022,AC Current,10019,Sampling,A,,FLOAT,AI
Air Conditioner,60022,Phase L1 Current,10020,Sampling,A,,FLOAT,AI
Air Conditioner,60022,Phase L2 Current,10021,Sampling,A,,FLOAT,AI
Air Conditioner,60022,Phase L3 Current,10022,Sampling,A,,FLOAT,AI
Air Conditioner,60022,DC Current,10023,Sampling,A,,FLOAT,AI
Air Conditioner,60022,AC Voltage,10024,Sampling,V,,FLOAT,AI
Air Conditioner,60022,Phase L1 Voltage,10025,Sampling,V,,FLOAT,AI
Air Conditioner,60022,Phase L2 Voltage,10026,Sampling,V,,FLOAT,AI
Air Conditioner,60022,Phase L3 Voltage,10027,Sampling,V,,FLOAT,AI
Air Conditioner,60022,Line L1-L2 Voltage,10028,Sampling,V,,FLOAT,AI
Air Conditioner,60022,Line L2-L3 Voltage,10029,Sampling,V,,FLOAT,AI
Air Conditioner,60022,Line L3-L1 Voltage,10030,Sampling,V,,FLOAT,AI
Air Conditioner,60022,DC Voltage,10031,Sampling,V,,FLOAT,AI
Air Conditioner,60022,Active power,10032,Sampling,kW,,FLOAT,AI
Air Conditioner,60022,DC Power,10033,Sampling,kW,,FLOAT,AI
Air Conditioner,60022,Supply Air Temperature,10034,Sampling,°C,,FLOAT,AI
Air Conditioner,60022,Vendor name,10035,Sampling,,[22: EV]/[23: QT]/[24: DN]/[25: BS]/[26: IT]/[21: HR]/[other: N/A],ENUM,DI
Air Conditioner,60022,Internal circulation fan status,10036,Sampling,,[1: Power Off]/[2: Operating]/[3: Faulty]/[other: N/A],ENUM,DI
Air Conditioner,60022,External circulation fan status,10037,Sampling,,[1: Power Off]/[2: Operating]/[3: Faulty]/[other: N/A],ENUM,DI
Air Conditioner,60022,Temperature outside the cabinet,10038,Sampling,°C,,FLOAT,AI
Air Conditioner,60022,Heating function,10039,Sampling,,[0: None]/[1: Available]/[other: N/A],ENUM,DI
Air Conditioner,60022,Software version,10040,Sampling,,,STRING,AI
Air Conditioner,60022,SN,10041,Sampling,,,STRING,AI
Air Conditioner,60022,Active alarm SN,10198,Sampling,,,UINT,AI
Air Conditioner,60022,Historical alarm SN,10199,Sampling,,,UINT,AI
Air Conditioner,60022,Slot ID,11999,Sampling,,,USHORT,AI
Air Conditioner,60022,Device connection status,19999,Sampling,,[45057: Online]/[45056: Offline]/[other: N/A],ENUM,DI
Air Conditioner,60022,Brand,29001,Config,,,STRING,AO
Air Conditioner,60022,Model,29002,Config,,,STRING,AO
Air Conditioner,60022,Manufacturer,29003,Config,,,STRING,AO
Air Conditioner,60022,Production Date,29004,Config,,,TIME,AO
Air Conditioner,60022,Installation Date,29005,Config,,,TIME,AO
Air Conditioner,60022,On/Off Control,29006,Config,,[0: Off]/[1: On]/[other: N/A],ENUM,DO
Air Conditioner,60022,AC Mode,29007,Config,,[0: Single-phase]/[1: 2-phase 2-wire]/[2: 3-phase 4-wire]/[3: 3-phase 3-wire]/[other: N/A],ENUM,DO
Air Conditioner,60022,Device model,29100,Config,,,STRING,AO
Air Conditioner,60022,Compressor Total Runtime,30003,Statistic,h,,FLOAT,OTHER
Air Conditioner,60022,Air Conditioner Total Runtime,30004,Statistic,h,,FLOAT,OTHER
Air Conditioner,60022,Compressor Runtime per Day,30005,Statistic,h,,FLOAT,OTHER
Air Conditioner,60022,Return Air Temperature,30006,Statistic,°C,,FLOAT,OTHER
Air Conditioner,60022,Energy Consumption per Day,30007,Statistic,kWh,,FLOAT,OTHER
Air Conditioner,60022,Total Energy Consumption,30008,Statistic,kWh,,FLOAT,OTHER
Air Conditioner,60022,Running State,30009,Statistic,,[0: Power Off]/[1: Standby]/[2: Operating]/[3: Air Supply ]/[4: Cooling]/[5: Faulty]/[6: Automatic]/[7: Heating]/[8: Dehumidification]/[other: N/A],ENUM,OTHER
Air Conditioner,60022,Air Conditioner Runtime per Day,30010,Statistic,h,,FLOAT,OTHER
Air Conditioner,60022,Air Conditioner Runtime per Hour,30011,Statistic,h,,FLOAT,OTHER
Air Conditioner,60022,Energy Consumption per Hour,30012,Statistic,kWh,,FLOAT,OTHER
Air Conditioner,60022,Compressor Runtime per Hour,30013,Statistic,h,,FLOAT,OTHER
Air Conditioner,60022,Compressor Work State,30014,Statistic,,[0: Standby]/[1: Operating]/[2: Faulty]/[3: Power Off]/[other: N/A],ENUM,OTHER
Air Conditioner,60022,AC Current,30015,Statistic,A,,FLOAT,OTHER
Air Conditioner,60022,Phase L1 Current,30016,Statistic,A,,FLOAT,OTHER
Air Conditioner,60022,Phase L2 Current,30017,Statistic,A,,FLOAT,OTHER
Air Conditioner,60022,Phase L3 Current,30018,Statistic,A,,FLOAT,OTHER
Air Conditioner,60022,DC Current,30019,Statistic,A,,FLOAT,OTHER
Air Conditioner,60022,AC Voltage,30020,Statistic,V,,FLOAT,OTHER
Air Conditioner,60022,Phase L1 Voltage,30021,Statistic,V,,FLOAT,OTHER
Air Conditioner,60022,Phase L2 Voltage,30022,Statistic,V,,FLOAT,OTHER
Air Conditioner,60022,Phase L3 Voltage,30023,Statistic,V,,FLOAT,OTHER
Air Conditioner,60022,Line L1-L2 Voltage,30024,Statistic,V,,FLOAT,OTHER
Air Conditioner,60022,Line L2-L3 Voltage,30025,Statistic,V,,FLOAT,OTHER
Air Conditioner,60022,Line L3-L1 Voltage,30026,Statistic,V,,FLOAT,OTHER
Air Conditioner,60022,DC Voltage,30027,Statistic,V,,FLOAT,OTHER
Air Conditioner,60022,Active power,30028,Statistic,kW,,FLOAT,OTHER
Air Conditioner,60022,DC Power,30029,Statistic,kW,,FLOAT,OTHER
Air Conditioner,60022,Supply Air Temperature,30030,Statistic,°C,,FLOAT,OTHER
Air Conditioner,60022,Internal circulation fan status,31125,Statistic,,[1: Power Off]/[2: Operating]/[3: Faulty]/[other: N/A],ENUM,OTHER
