Standard Type Name,Standard Type ID,Standard Signal Name,Standard Signal ID,Signal Attribute,Unit,Enumerated Value,Value Type,Signal Type
Lithium Battery Group,60014,Dischargeable capacity,10034,Sampling,kWh,,FLOAT,AI
Lithium Battery Group,60014,Module with the highest temperature,10035,Sampling,°C,,FLOAT,AI
Lithium Battery Group,60014,Position of the module with the highest temperature,10036,Sampling,,,USHORT,AI
Lithium Battery Group,60014,Module with the lowest temperature,10037,Sampling,°C,,FLOAT,AI
Lithium Battery Group,60014,Position of the module with the lowest temperature,10038,Sampling,,,USHORT,AI
Lithium Battery Group,60014,Lowest battery pack voltage,10039,Sampling,V,,FLOAT,AI
Lithium Battery Group,60014,Position where the lowest battery pack voltage was detected,10040,Sampling,,,USHORT,AI
Lithium Battery Group,60014,Highest battery pack voltage,10041,Sampling,V,,FLOAT,AI
Lithium Battery Group,60014,Position where the highest battery pack voltage was detected,10042,Sampling,,,USHORT,AI
Lithium Battery Group,60014,Daily charge energy,10043,Sampling,kWh,,FLOAT,AI
Lithium Battery Group,60014,Daily discharge energy,10044,Sampling,kWh,,FLOAT,AI
Lithium Battery Group,60014,Largest temperature difference between modules,10045,Sampling,°C,,FLOAT,AI
Lithium Battery Group,60014,Battery Test Start Failure Cause,10046,Sampling,,[0: None]/[1: Battery Test Started]/[101: AC Input Failure]/[201: DC Input Failure]/[102: AC Input Overvoltage]/[202: DC Input Overvoltage]/[103: AC Input Undervoltage]/[1004: System Not in Auto Control Mode]/[301: PSU Communication Failure]/[203: DC Input Undervoltage]/[401: DCDC Communication Failure]/[104: AC Input Phase Failure]/[1003: Battery Not Fully Charged]/[302: PSU Protection]/[402: DCDC Protection]/[1002: Lower Than Test End Capacity]/[303: PSU Fault]/[501: SSU Communication Failure]/[403: DCDC Fault]/[601: PV Optimizer Communication Failure]/[1001: Lower Than Test End Voltage]/[304: All PSUs No Output]/[404: All DCDCs No Output]/[602: All PV Optimizers No Output]/[701: Lithium Battery Communication Failure]/[603: PV Optimizer Disconnected]/[801: Battery Fuse Broken]/[504: All SSUs No Output]/[702: Lithium Battery Module Alarm]/[901: Lead-Acid Battery Not in Float Charging]/[802: Battery Reversely Connected]/[703: Lithium Battery Cell Alarm]/[704: Lithium Battery MOS Off]/[902: Power System Paralleling]/[803: Power System Paralleling Abnormal]/[903: Enable Mains Peak Shaving]/[904: Test Not Supported by Power Module]/[905: Battery First On]/[906: LiBat1.0 2.0Hybrid]/[other: N/A],ENUM,AI
Lithium Battery Group,60014,SOC calibration status,10047,Sampling,,[0: Idle]/[1: Ongoing]/[other: N/A],ENUM,DI
Lithium Battery Group,60014,Maximum charge power,10048,Sampling,kW,,FLOAT,AI
Lithium Battery Group,60014,Maximum discharge power,10049,Sampling,kW,,FLOAT,AI
Lithium Battery Group,60014,SOH calibration status,10050,Sampling,,[0: Idle]/[1: Ongoing]/[2: ]/[3: ]/[4: Request for forced calibration]/[other: N/A],ENUM,AI
Lithium Battery Group,60014,Maximum Charge Power,10060,Sampling,kW,,FLOAT,AI
Lithium Battery Group,60014,Total Chargeable Capacity,10061,Sampling,kWh,,FLOAT,AI
Lithium Battery Group,60014,Maximum Discharge Power,10062,Sampling,kW,,FLOAT,AI
Lithium Battery Group,60014,Total Dischargeable Capacity,10063,Sampling,kWh,,FLOAT,AI
Lithium Battery Group,60014,Peak/Frequency Regulation Abnormal Reason,10064,Sampling,,[0: None]/[1: All Li Batt Communication Failure]/[100: Other]/[2: Lithium Battery Fault]/[3: No Mains Detection]/[4: Mains Undervoltage]/[5: Mains Overvoltage]/[6: Mains Phase Failure]/[7: Mains Outage]/[8: Power System Scheduling]/[9: Third-Party Battery Not Fully Charged]/[other: N/A],ENUM,AI
Lithium Battery Group,60014,Leakage current,10065,Sampling,mA,,SHORT,AI
Lithium Battery Group,60014,ISO insulation resistance,10066,Sampling,MΩ,,FLOAT,AI
Lithium Battery Group,60014,Charge/Discharge Power (Peak/Frequency-Regulated Li Batteries),10067,Sampling,kW,,FLOAT,AI
Lithium Battery Group,60014,Slot ID,11999,Sampling,,,USHORT,AI
Lithium Battery Group,60014,Supported stable charge power,12000,Sampling,kW,,FLOAT,AI
Lithium Battery Group,60014,Supported stable discharge power,12001,Sampling,kW,,FLOAT,AI
Lithium Battery Group,60014,ESN,13617,Sampling,,,STRING,AI
Lithium Battery Group,60014,,13618,Sampling,,[0: ]/[1: ]/[other: N/A],ENUM,DI
Lithium Battery Group,60014,SN,19100,Sampling,,,STRING,AI
Lithium Battery Group,60014,Device connection status,19999,Sampling,,[45057: Online]/[45056: Offline]/[45059: Faulty]/[45058: Standby]/[45060: Loading]/[other: N/A],ENUM,AI
Lithium Battery Group,60014,Enable iLock,20004,Config,,[0: Disable]/[1: Enable]/[other: N/A],ENUM,DO
Lithium Battery Group,60014,iLock Verify Timeout,20005,Config,h,,UINT,AO
Lithium Battery Group,60014,Standard Test Control,20006,Config,,[0: Stop Test]/[1: Start Test]/[other: N/A],ENUM,DO
Lithium Battery Group,60014,SOH Subhealth Threshold,20007,Config,%,,UINT,AO
Lithium Battery Group,60014,SOH Aging Threshold,20008,Config,%,,UINT,AO
Lithium Battery Group,60014,Discharge Mode,20011,Config,,[0: Automatic]/[1: Constant-voltage discharge]/[other: N/A],ENUM,DO
Lithium Battery Group,60014,Preferential Charge,20012,Config,,[0: Disable]/[1: Allow]/[other: N/A],ENUM,DO
Lithium Battery Group,60014,Cycle Mode,20013,Config,,[0: Cycle of Lithium and Lead-acid Batteries]/[1: Active Lithium and Standby Lead-acid Batteries]/[2: Active Lead-acid and Standby Lithium batteries]/[other: N/A],ENUM,AO
Lithium Battery Group,60014,Charge Current-limiting Coefficient,20014,Config,C10,,UINT,AO
Lithium Battery Group,60014,Battery Type,20015,Config,,[0: Lithium Iron]/[1: Ternary Lithium Battery]/[2: Lithium Battery 2.0]/[3: DBU20B]/[4: ESM-4810A1]/[other: N/A],ENUM,AO
Lithium Battery Group,60014,Model,20016,Config,,,STRING,AO
Lithium Battery Group,60014,Manufacturer,20017,Config,,,STRING,AO
Lithium Battery Group,60014,Production Date,20018,Config,,,TIME,AO
Lithium Battery Group,60014,Installation Date,20019,Config,,,TIME,AO
Lithium Battery Group,60014,BLVD Voltage,20020,Config,V,,FLOAT,AO
Lithium Battery Group,60014,Float Charge Voltage,20021,Config,V,,FLOAT,AO
Lithium Battery Group,60014,Boost Charge Voltage,20022,Config,V,,FLOAT,AO
Lithium Battery Group,60014,Battery String Quantity,20023,Config,,,UINT,AO
Lithium Battery Group,60014,Standard Test End Voltage,20024,Config,V,,FLOAT,AO
Lithium Battery Group,60014,Standard Test End Capacity,20025,Config,%,,FLOAT,AO
Lithium Battery Group,60014,Standard Test End Temperature,20026,Config,°C,,FLOAT,AO
Lithium Battery Group,60014,Standard Test End Time,20027,Config,min,,UINT,AO
Lithium Battery Group,60014,Time Test Mode,20028,Config,,[1: Planned Test]/[2: Scheduled Test]/[0: Disable]/[other: N/A],ENUM,AO
Lithium Battery Group,60014,Battery Test Times/year,20029,Config,,,UINT,AO
Lithium Battery Group,60014,Planned Test Time 1,20030,Config,,,TIME,AO
Lithium Battery Group,60014,Planned Test Time 2,20031,Config,,,TIME,AO
Lithium Battery Group,60014,Planned Test Time 3,20032,Config,,,TIME,AO
Lithium Battery Group,60014,Planned Test Time 4,20033,Config,,,TIME,AO
Lithium Battery Group,60014,Planned Test Time 5,20034,Config,,,TIME,AO
Lithium Battery Group,60014,Planned Test Time 6,20035,Config,,,TIME,AO
Lithium Battery Group,60014,Scheduled Test Start Time,20036,Config,,,TIME,AO
Lithium Battery Group,60014,Scheduled Test Interval,20037,Config,day,,UINT,AO
Lithium Battery Group,60014,Enable AC Outage Test,20038,Config,,[0: Disable]/[1: Enable]/[other: N/A],ENUM,DO
Lithium Battery Group,60014,Total Applied Discharge Quota,20041,Config,kWh,,FLOAT,AO
Lithium Battery Group,60014,iLock Verify Timeout,20042,Config,min,,UINT,AO
Lithium Battery Group,60014,Peak Shaving SOC,20043,Config,%,,FLOAT,AO
Lithium Battery Group,60014,Peak Shaving SOC (Mix),20044,Config,%,,FLOAT,AO
Lithium Battery Group,60014,Peak Shaving Li-Battery as Backup Battery,20045,Config,,[0: Disable]/[1: Enable]/[other: N/A],ENUM,DO
Lithium Battery Group,60014,Rated capacity,20046,Config,Ah,,FLOAT,AO
Lithium Battery Group,60014,Cycle Factor,20047,Config,,,UINT,AO
Lithium Battery Group,60014,iLock Verify Timeout Dimension,20048,Config,,[0: Hour]/[1: Minute]/[other: N/A],ENUM,DO
Lithium Battery Group,60014,Lock Battery,20049,Config,,[1: Lock]/[0: Unlock]/[other: N/A],ENUM,DO
Lithium Battery Group,60014,iLock Unlock Mode,20050,Config,,[0: Local Unlock Mode]/[1: NetEco Unlock Mode]/[other: N/A],ENUM,DO
Lithium Battery Group,60014,Enable Unlock Mode,20051,Config,,[0: Disable]/[1: Enable]/[other: N/A],ENUM,DO
Lithium Battery Group,60014,BLVD contactor,20052,Config,,[0: No]/[1: Yes]/[other: N/A],ENUM,AO
Lithium Battery Group,60014,Lithium Battery Self-Management Capability Negotiation,20053,Config,,,UINT,AO
Lithium Battery Group,60014,Backup Time,20054,Config,h,,UINT,AO
Lithium Battery Group,60014,Disconnection Duration,20055,Config,h,,UINT,AO
Lithium Battery Group,60014,,20056,Config,,[0: ]/[1: ]/[2: ]/[3: ]/[other: N/A],ENUM,AO
Lithium Battery Group,60014,Auto Battery Test Start Failure Request Flag,20057,Config,,,UINT,AO
Lithium Battery Group,60014,Support Peak/Frequency Regulation,20058,Config,,[0: No]/[1: Yes]/[other: N/A],ENUM,AO
Lithium Battery Group,60014,Enable Peak/Frequency Regulation,20059,Config,,[0: No]/[1: Yes]/[other: N/A],ENUM,DO
Lithium Battery Group,60014,Peak/Frequency Regulation Mode,20060,Config,,,UINT,AO
Lithium Battery Group,60014,Peak/Frequency Regulation Duration,20061,Config,,,FLOAT,AO
Lithium Battery Group,60014,Peak/Frequency Regulation Power,20062,Config,kW,,FLOAT,AO
Lithium Battery Group,60014,Closed-Loop Control,20063,Config,,[0: No]/[1: Yes]/[other: N/A],ENUM,DO
Lithium Battery Group,60014,Target SOC preparation policy upper limit,20064,Config,%,,UINT,AO
Lithium Battery Group,60014,System logic dependency signal 2,20065,Config,,,UINT,AO
Lithium Battery Group,60014,Allow SOH calibration,20066,Config,,[0: No]/[1: Yes]/[2: To be selected]/[other: N/A],ENUM,AO
Lithium Battery Group,60014,End-of-life protection,20067,Config,,[0: Faulty]/[1: Offline]/[other: N/A],ENUM,AO
Lithium Battery Group,60014,Target SOC preparation policy lower limit,20068,Config,%,,UINT,AO
Lithium Battery Group,60014,Peak/Frequency Regulation Type,20069,Config,,[0: Target]/[1: Delta]/[other: N/A],ENUM,AO
Lithium Battery Group,60014,Backup Time,20070,Config,h,,FLOAT,AO
Lithium Battery Group,60014,Lithium Battery Simultaneous Charging and Discharging,20071,Config,h,[0: Faulty]/[1: Offline]/[other: N/A],ENUM,AO
Lithium Battery Group,60014,Self Hybrid,20072,Config,,[0: Faulty]/[1: Offline]/[other: N/A],ENUM,AO
Lithium Battery Group,60014,Discharge Test Mode,20073,Config,,[0: Group Discharge]/[1: Alternate Discharge]/[other: N/A],ENUM,DO
Lithium Battery Group,60014,Discharge Current Limit Coefficient,20074,Config,C10,,FLOAT,AO
Lithium Battery Group,60014,Enable Peak/Frequency Regulation,20075,Config,,[0: No]/[1: Yes]/[other: N/A],ENUM,DO
Lithium Battery Group,60014,Enable Peak Regulation,20076,Config,,[0: No]/[1: Yes]/[other: N/A],ENUM,DO
Lithium Battery Group,60014,Enable Frequency Regulation,20077,Config,,[0: No]/[1: Yes]/[other: N/A],ENUM,DO
Lithium Battery Group,60014,Peak/Frequency Regulation Form,20078,Config,,[0: DC]/[1: AC]/[other: N/A],ENUM,DO
Lithium Battery Group,60014,,24001,Config,,,USHORT,AO
Lithium Battery Group,60014,,24002,Config,,,UINT,AO
Lithium Battery Group,60014,Device model,29100,Config,,,STRING,AO
Lithium Battery Group,60014,,29101,Config,,,STRING,AO
Lithium Battery Group,60014,SN,50012,Config,,,STRING,AO
Lithium Battery Group,60014,Battery State,30001,Statistic,,[0: First On]/[1: Disconnect]/[2: Float Charging]/[3: Boost Charging]/[4: Discharging]/[5: Charging]/[6: Test]/[7: Hibernating]/[8: Standby]/[other: N/A],ENUM,OTHER
Lithium Battery Group,60014,Voltage,30002,Statistic,V,,FLOAT,OTHER
Lithium Battery Group,60014,Current,30003,Statistic,A,,FLOAT,OTHER
Lithium Battery Group,60014,Average Temperature,30004,Statistic,°C,,FLOAT,OTHER
Lithium Battery Group,60014,Total discharge,30005,Statistic,kWh,,FLOAT,OTHER
Lithium Battery Group,60014,Total Cycle Times,30006,Statistic,times,,UINT,OTHER
Lithium Battery Group,60014,Test Mode,30007,Statistic,,[0: Idle]/[1: Planned Test]/[2: Scheduled Test]/[3: Manual Standard Test]/[4: Short Test]/[5: AC Outage Test]/[6: Simplified Test]/[7: Checking Test]/[other: N/A],ENUM,OTHER
Lithium Battery Group,60014,Discharge Duration per Day,30009,Statistic,h,,FLOAT,OTHER
Lithium Battery Group,60014,Charge Times per Day,30010,Statistic,times,,UINT,OTHER
Lithium Battery Group,60014,Discharge Times per Day,30011,Statistic,times,,UINT,OTHER
Lithium Battery Group,60014,Daily discharge energy,30012,Statistic,kWh,,FLOAT,OTHER
Lithium Battery Group,60014,SOH,30013,Statistic,%,,UINT,OTHER
Lithium Battery Group,60014,Longest Discharge Duration per Day,30014,Statistic,h,,FLOAT,OTHER
Lithium Battery Group,60014,High Temp Runtime per Day,30015,Statistic,h,,FLOAT,OTHER
Lithium Battery Group,60014,Low Temp Runtime per Day,30016,Statistic,h,,FLOAT,OTHER
Lithium Battery Group,60014,SOC,30017,Statistic,%,,FLOAT,OTHER
Lithium Battery Group,60014,Total Discharge Times,30018,Statistic,times,,UINT,OTHER
Lithium Battery Group,60014,Total Discharge Duration,30019,Statistic,h,,FLOAT,OTHER
Lithium Battery Group,60014,Charge/Discharge Power,30024,Statistic,kW,,FLOAT,OTHER
Lithium Battery Group,60014,Module with the highest temperature,30025,Statistic,°C,,FLOAT,OTHER
Lithium Battery Group,60014,Module with the lowest temperature,30026,Statistic,°C,,FLOAT,OTHER
Lithium Battery Group,60014,Total charge,30027,Statistic,kWh,,FLOAT,OTHER
Lithium Battery Group,60014,Battery Cell Pack Voltage,30028,Statistic,V,,FLOAT,OTHER
Lithium Battery Group,60014,Device status,30029,Statistic,,[0: Standby]/[770: Shutdown: No power-on authorization]/[1: Operating]/[2: Hibernating]/[772: Shutdown: EPO shutdown]/[256: Starting]/[3: Charging]/[4: Discharging]/[5: Shut Down]/[6: Faulty]/[7: Offline]/[8: ]/[768: Shutdown: Abnormal shutdown]/[9: Invalid]/[769: Shutdown: Command power-off]/[517: Running: Battery current limiting]/[519: Running: The energy storage system is derated]/[49152: Loading]/[other: N/A],ENUM,OTHER
Lithium Battery Group,60014,Daily charge energy,30043,Statistic,kWh,,FLOAT,OTHER
Lithium Battery Group,60014,Maximum charge power,30048,Statistic,kW,,FLOAT,OTHER
Lithium Battery Group,60014,Maximum discharge power,30049,Statistic,kW,,FLOAT,OTHER
Lithium Battery Group,60014,Current,30050,Statistic,A,,FLOAT,OTHER
Lithium Battery Group,60014,Total Charge Capacity,30052,Statistic,kWh,,FLOAT,OTHER
Lithium Battery Group,60014,Total Discharge Capacity,30053,Statistic,kWh,,FLOAT,OTHER
Lithium Battery Group,60014,,30054,Statistic,h,,FLOAT,OTHER
Lithium Battery Group,60014,Charge/Discharge Power (Peak/Frequency-Regulated Li Batteries),30055,Statistic,kW,,FLOAT,OTHER
Lithium Battery Group,60014,Voltage,30056,Statistic,V,,FLOAT,OTHER
Lithium Battery Group,60014,ISO insulation resistance,30066,Statistic,MΩ,,FLOAT,OTHER
Lithium Battery Group,60014,SOE,31132,Statistic,%,,USHORT,OTHER
Lithium Battery Group,60014,DOD,31134,Statistic,%,,USHORT,OTHER
Lithium Battery Group,60014,Chargeable capacity,31135,Statistic,kWh,,FLOAT,OTHER
Lithium Battery Group,60014,Dischargeable capacity,31136,Statistic,kWh,,FLOAT,OTHER
Lithium Battery Group,60014,Position of the module with the highest temperature,31138,Statistic,,,USHORT,OTHER
Lithium Battery Group,60014,Position of the module with the lowest temperature,31140,Statistic,,,USHORT,OTHER
Lithium Battery Group,60014,Lowest battery pack voltage,31141,Statistic,V,,FLOAT,OTHER
Lithium Battery Group,60014,Position where the lowest battery pack voltage was detected,31142,Statistic,,,USHORT,OTHER
Lithium Battery Group,60014,Highest battery pack voltage,31143,Statistic,V,,FLOAT,OTHER
Lithium Battery Group,60014,Position where the highest battery pack voltage was detected,31144,Statistic,,,USHORT,OTHER
Lithium Battery Group,60014,SOC,31145,Statistic,%,,FLOAT,OTHER
Lithium Battery Group,60014,Supported stable charge power,32000,Statistic,kW,,FLOAT,OTHER
Lithium Battery Group,60014,Supported stable discharge power,32001,Statistic,kW,,FLOAT,OTHER
Lithium Battery,60015,Voltage,10001,Sampling,V,,FLOAT,AI
Lithium Battery,60015,Current,10002,Sampling,A,,FLOAT,AI
Lithium Battery,60015,Device Address,10003,Sampling,,,UINT,AI
Lithium Battery,60015,Software version,10004,Sampling,,,STRING,AI
Lithium Battery,60015,Battery State,10005,Sampling,,[0: Online]/[1: Offline]/[2: Hibernating]/[3: Disconnected]/[4: Charging]/[5: Discharging]/[6: Standby]/[7: Low Power Consumption]/[other: N/A],ENUM,AI
Lithium Battery,60015,SOH,10006,Sampling,%,,UINT,AI
Lithium Battery,60015,Rated capacity,10007,Sampling,Ah,,FLOAT,AI
Lithium Battery,60015,Hardware Version,10009,Sampling,,,STRING,AI
Lithium Battery,60015,SOC,10010,Sampling,%,,UINT,AI
Lithium Battery,60015,Working status,10011,Sampling,,[0: Automatic Running]/[1: Manual Shutdown]/[other: N/A],ENUM,AI
Lithium Battery,60015,Request iLock Verification Code,10012,Sampling,,,UINT,AI
Lithium Battery,60015,Monitor ESN,10013,Sampling,,,STRING,AI
Lithium Battery,60015,Remaining Capacity,10015,Sampling,Ah,,FLOAT,AI
Lithium Battery,60015,In Position,10016,Sampling,,[0: Present]/[1: Absent]/[other: N/A],ENUM,DI
Lithium Battery,60015,Longitude,10017,Sampling,°,,DOUBLE,AI
Lithium Battery,60015,Latitude,10018,Sampling,°,,DOUBLE,AI
Lithium Battery,60015,Lock State,10019,Sampling,,[0: Unlock]/[1: Lock]/[other: N/A],ENUM,DI
Lithium Battery,60015,SOC（AI）,10020,Sampling,%,,UINT,AI
Lithium Battery,60015,SOH (AI),10021,Sampling,%,,UINT,AI
Lithium Battery,60015,Remaining Capacity (AI),10022,Sampling,Ah,,FLOAT,AI
Lithium Battery,60015,Electricity Bill During Self Staggering,10023,Sampling,,,FLOAT,AI
Lithium Battery,60015,Cell Resistance AbNormal,10024,Sampling,,,UINT,AI
Lithium Battery,60015,Average Discharge Power During Load Detection,10025,Sampling,kW,,FLOAT,AI
Lithium Battery,60015,Running status,10026,Sampling,,[0: Standby]/[1: Operating]/[2: Hibernating]/[3: Offline]/[4: Invalid]/[5: Faulty]/[49152: Loading]/[10: EOL]/[other: N/A],ENUM,DI
Lithium Battery,60015,Highest Temperature,10027,Sampling,°C,,FLOAT,AI
Lithium Battery,60015,Position where the highest temperature was detected,10028,Sampling,,,USHORT,AI
Lithium Battery,60015,Lowest Temperature,10029,Sampling,°C,,FLOAT,AI
Lithium Battery,60015,Position where the lowest temperature was detected,10030,Sampling,,,USHORT,AI
Lithium Battery,60015,Total charge,10031,Sampling,Wh,,UINT,OTHER
Lithium Battery,60015,Total discharge,10032,Sampling,Wh,,UINT,OTHER
Lithium Battery,60015,Number of discharges,10033,Sampling,,,UINT,AI
Lithium Battery,60015,Highest cell voltage,10034,Sampling,mV,,USHORT,AI
Lithium Battery,60015,Position where the highest cell voltage was detected,10035,Sampling,,,USHORT,AI
Lithium Battery,60015,Lowest cell voltage,10036,Sampling,mV,,USHORT,AI
Lithium Battery,60015,Position where the lowest cell voltage was detected,10037,Sampling,,,USHORT,AI
Lithium Battery,60015,Highest cell SOC,10038,Sampling,%,,USHORT,AI
Lithium Battery,60015,Position where the highest cell SOC was detected,10039,Sampling,,,USHORT,AI
Lithium Battery,60015,Lowest cell SOC,10040,Sampling,%,,USHORT,AI
Lithium Battery,60015,Position where the lowest cell SOC was detected,10041,Sampling,,,USHORT,AI
Lithium Battery,60015,Optimization unit status,10042,Sampling,,[0: Disconnected]/[1: Normal]/[2: Bypass]/[other: N/A],ENUM,AI
Lithium Battery,60015,Location,10043,Sampling,,,USHORT,AI
Lithium Battery,60015,Charge/Discharge power,10044,Sampling,W,,INT,AI
Lithium Battery,60015,Average temperature of battery modules,10045,Sampling,°C,,FLOAT,AI
Lithium Battery,60015,SN,10046,Sampling,,,STRING,AI
Lithium Battery,60015,Model,10047,Sampling,,,STRING,AI
Lithium Battery,60015,Largest temperature difference in the module,10048,Sampling,°C,,FLOAT,AI
Lithium Battery,60015,Number of cycles,10049,Sampling,,,UINT,AI
Lithium Battery,60015,,10050,Sampling,,,USHORT,AI
Lithium Battery,60015,Battery Feature2,10051,Sampling,,,UINT,AI
Lithium Battery,60015,Accumulated Charge Watt-hours On The Lithium Battery Busbar Side,10052,Sampling,Wh,,UINT,AI
Lithium Battery,60015,Accumulated Discharge  Watt-hours On The Lithium Battery Busbar Side,10053,Sampling,Wh,,UINT,AI
Lithium Battery,60015,SOE,10054,Sampling,%,,USHORT,AI
Lithium Battery,60015,,10055,Sampling,,,UINT,AI
Lithium Battery,60015,Highest Cell SOH,10060,Sampling,%,,USHORT,AI
Lithium Battery,60015,Cell with Highest SOH,10061,Sampling,,,USHORT,AI
Lithium Battery,60015,Lowest Cell SOH,10062,Sampling,%,,USHORT,AI
Lithium Battery,60015,Cell with Lowest SOH,10063,Sampling,,,USHORT,AI
Lithium Battery,60015,SOH Calibration Status,10064,Sampling,,[0: Idle]/[1: Requesting Calibration]/[2: Calibrating]/[3: Calibrated]/[other: N/A],ENUM,AI
Lithium Battery,60015,Slot ID,11999,Sampling,,,USHORT,AI
Lithium Battery,60015,Total Charging Capacity,13619,Sampling,Ah,,FLOAT,OTHER
Lithium Battery,60015,Total Discharge Capacity,13620,Sampling,Ah,,FLOAT,OTHER
Lithium Battery,60015,Balance status of all cells,13621,Sampling,,,USHORT,AI
Lithium Battery,60015,Battery Type,13622,Sampling,,,USHORT,AI
Lithium Battery,60015,,13623,Sampling,,,USHORT,AI
Lithium Battery,60015,,13624,Sampling,,,USHORT,AI
Lithium Battery,60015,,13625,Sampling,,,USHORT,AI
Lithium Battery,60015,,13626,Sampling,,,STRING,AI
Lithium Battery,60015,SIM Card Network Signal Quality,13627,Sampling,,,UINT,AI
Lithium Battery,60015,Module Working Status,13628,Sampling,,,UINT,AI
Lithium Battery,60015,SN,19100,Sampling,,,STRING,AI
Lithium Battery,60015,Device connection status,19999,Sampling,,[45057: Online]/[45056: Offline]/[45059: Faulty]/[45058: Standby]/[45060: Loading]/[other: N/A],ENUM,AI
Lithium Battery,60015,Battery Type,20001,Config,,[0: Lithium Iron]/[1: Ternary Lithium Battery]/[2: Lithium Battery 2.0]/[other: N/A],ENUM,AO
Lithium Battery,60015,Model,20002,Config,,,STRING,AO
Lithium Battery,60015,Manufacturer,20003,Config,,,STRING,AO
Lithium Battery,60015,Production Date,20004,Config,,,TIME,AO
Lithium Battery,60015,Installation Date,20005,Config,,,TIME,AO
Lithium Battery,60015,iLock Verification Code,20008,Config,,,STRING,AO
Lithium Battery,60015,iLock Verification Code Sent Flag,20009,Config,,,UINT,AO
Lithium Battery,60015,SOH Subhealth Threshold,20010,Config,%,,UINT,AO
Lithium Battery,60015,SOH Aging Threshold,20011,Config,%,,UINT,AO
Lithium Battery,60015,Lock Battery Output,20012,Config,,[1: Lock]/[0: Unlock]/[other: N/A],ENUM,DO
Lithium Battery,60015,Certificate Replacement,20013,Config,,[0: Allow Replacement]/[1: Not Allow Replacement]/[other: N/A],ENUM,AO
Lithium Battery,60015,Is Displacement Lock Supported,20014,Config,,[1: Support]/[0: Not Support]/[other: N/A],ENUM,AO
Lithium Battery,60015,Location Info Reporting,20015,Config,,[1: Support]/[0: Not Support]/[other: N/A],ENUM,AO
Lithium Battery,60015,Enable Displacement Lock,20016,Config,,[0: Disable]/[1: Enable]/[other: N/A],ENUM,DO
Lithium Battery,60015,Enable Displacement Lock License,20017,Config,,[0: Disable]/[1: Enable]/[other: N/A],ENUM,DO
Lithium Battery,60015,Lithium Battery ESN,20018,Config,,,STRING,AO
Lithium Battery,60015,Monitor ESN,20019,Config,,,STRING,AO
Lithium Battery,60015,Lithium Battery Capability Negotiation,20020,Config,,,UINT,AO
Lithium Battery,60015,Load Model Detection Duration,20021,Config,h,,UINT,AO
Lithium Battery,60015,Self Staggering DOD,20022,Config,%,,UINT,AO
Lithium Battery,60015,Self Boosting Voltage,20023,Config,V,,FLOAT,AO
Lithium Battery,60015,AI Battery String SOH,20024,Config,%,,UINT,AO
Lithium Battery,60015,AI Remaining Battery Capacity Percent,20025,Config,%,,UINT,AO
Lithium Battery,60015,Customer Code,20026,Config,,,STRING,AO
Lithium Battery,60015,Gyroscope Guard Deployment,20027,Config,,[0: Disable]/[1: Enable]/[other: N/A],ENUM,DO
Lithium Battery,60015,Gyroscope Withdrawal,20028,Config,,,STRING,AO
Lithium Battery,60015,Indicates Whether to Support Gyroscope Withdrawal Enhancement,20029,Config,,[0: NO]/[1: YES]/[other: N/A],ENUM,DO
Lithium Battery,60015,Active/StandBy Mode,20030,Config,,[0: Active]/[1: StandBy]/[other: N/A],ENUM,DO
Lithium Battery,60015,Set Hybrid Scenario,20031,Config,,[0: exit]/[21845: enter]/[other: N/A],ENUM,AO
Lithium Battery,60015,Unique Attribute ID,20032,Config,,,UINT,AO
Lithium Battery,60015,,20033,Config,,,UINT,AO
Lithium Battery,60015,Self Hybrid DOD,20034,Config,%,,UINT,AO
Lithium Battery,60015,Support Peak/Frequency Regulation,20035,Config,,,UINT,AO
Lithium Battery,60015,,24001,Config,,,USHORT,AO
Lithium Battery,60015,,24002,Config,,,UINT,AO
Lithium Battery,60015,Device model,29100,Config,,,STRING,AO
Lithium Battery,60015,,29101,Config,,,STRING,AO
Lithium Battery,60015,SN,50012,Config,,,STRING,AO
Lithium Battery,60015,Battery State,30001,Statistic,,[0: Online]/[1: Offline]/[2: Hibernating]/[3: Disconnected]/[4: Charging]/[5: Discharging]/[6: Standby]/[other: N/A],ENUM,OTHER
Lithium Battery,60015,Voltage,30002,Statistic,V,,FLOAT,OTHER
Lithium Battery,60015,Current,30003,Statistic,A,,FLOAT,OTHER
Lithium Battery,60015,SOH,30004,Statistic,%,,UINT,OTHER
Lithium Battery,60015,In Position,30005,Statistic,,[0: Present]/[1: Absent]/[other: N/A],ENUM,OTHER
Lithium Battery,60015,Longitude,30006,Statistic,°,,DOUBLE,OTHER
Lithium Battery,60015,Latitude,30007,Statistic,°,,DOUBLE,OTHER
Lithium Battery,60015,Lock State,30008,Statistic,,[0: Unlock]/[1: Lock]/[other: N/A],ENUM,OTHER
Lithium Battery,60015,SOH (AI),30009,Statistic,%,,UINT,OTHER
Lithium Battery,60015,Electricity Bill During Self Staggering,30010,Statistic,,,FLOAT,OTHER
Lithium Battery,60015,SOC,30011,Statistic,%,,UINT,OTHER
Lithium Battery,60015,Running status,30026,Statistic,,[0: Standby]/[1: Operating]/[2: Hibernating]/[3: Offline]/[4: Invalid]/[5: Faulty]/[49152: Loading]/[10: EOL]/[other: N/A],ENUM,OTHER
Lithium Battery,60015,Highest Temperature,30027,Statistic,°C,,FLOAT,OTHER
