LONGITUDE_DECIMAL,LATITUDE_DECIMAL,OBJECTID,ID,MJESTO,LOKACIJA,ID_NADR,RANG,TIP_KOMUTA,IME,SMB,TIPSMB,LISTA,URL,N2,DIREKCIJA,OPCINA,ID_OPCINA,IME_OPCINA,MJESEC_PUS,GOD_PUSTANJA,ID_ERC,VERZIJA,TIP_PROCES,TEHNICKI_P,KLASA_TACNOSTI,NAPOMENA,SAP_TPLNR,POINT_X,POINT_Y,LONGITUDE,LATITUDE,GIS_ID,NAZIV_CENTRALE,FUNKCIJSKA_LOKACIJA,SAP_BIHNET,NAZIV_RAZDJELNIKA,NAZIV_LOKACIJE,NAZIV_UREDJAJA,NAZIV_CVORA,FIZ_NAZIV_UREDJAJA_EM,RUTER,NAZIV_RUTERA,IP_ADRESA,OPIS,POTS,ISDNBA,ISDNPRA,INST_USKP,V52,POTSUK,WLLUK,CLLUK,ISDNBAUK,ISDNPRAUK,ISKOR_USKP,XDSL,ADSL_POTS,ADSL_ISDN,ADSL2PLUS_POTS,ADS2PLUS_ISDN,ADSL2_POTS,ADSL2_ISDN,SHDSL,VSDL2,GPON_VIRTPORT,GPON_SPLITT,FTTH,INSTALIRANO_UKUPNO,ADSL,IPTV,VOIP,VOIP_GEOGRAFSKI,IPCENT,ADSL_PORT,SHDSL_PORT,FTTHPTP_PORT,GPONSPLITT_PORT,VDSL2_PORT,UKLJUCENO_UKUPNO,SE_ANNO_CAD_DATA
18.35804278,43.84607333,34968.0,1572,Trg solidarnosti1,,,,DSLAM-VDSL,"1572-, DSLAM-VDSL",14,,"Trg solidarnosti1-1572, DSLAM-VDSL",,1,Sarajevo,,10871,Novi Grad,1,2015,,,,,, ,033712,6528785.0305,4855805.203,"E18° 21' 28,954""","N43° 50' 45,864""",1572,,SA-PRI-ALIP-D1572,033712,FTTB,ALIPAŠINO,,,Trg_Solidarnosti_1,712,TRG SOLIDARNOSTI 1,10 11 0 139,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,16.0,11.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,20.0,20.0,
18.35691083,43.8459475,34969.0,1573,Trg solidarnosti11,,,,DSLAM-VDSL,"1573-, DSLAM-VDSL",14,,"Trg solidarnosti11-1573, DSLAM-VDSL",,1,Sarajevo,,10871,Novi Grad,1,2015,,,,,, ,033713,6528694.0896,4855790.8383,"E18° 21' 24,879""","N43° 50' 45,411""",1573,,SA-PRI-ALIP-D1573,033713,FTTB,ALIPAŠINO,,,Trg_Solidarnosti_11,713,TRG SOLIDARNOSTI 11,10 11 0 140,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,17.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,
18.35821806,43.84590333,34970.0,1574,Bajrama Zenunija 1,,,,DSLAM-VDSL,"1574-, DSLAM-VDSL",14,,"Bajrama Zenunija 1-1574, DSLAM-VDSL",,1,Sarajevo,,10871,Novi Grad,1,2015,,,,,, ,033714,6528799.2137,4855786.3929,"E18° 21' 29,585""","N43° 50' 45,252""",1574,,SA-PRI-ALIP-D1574,033714,FTTB,ALIPAŠINO,,,Bajrama_Zenunija_1,714,BAJRAMA ZENUNIJA 1,10 11 0 147,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,16.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,
18.35851361,43.84570028,34971.0,1575,Bajrama Zenunija 2,,,,DSLAM-VDSL,"1575-, DSLAM-VDSL",14,,"Bajrama Zenunija 2-1575, DSLAM-VDSL",,1,Sarajevo,,10871,Novi Grad,1,2015,,,,,, ,033715,6528823.0699,4855763.9414,"E18° 21' 30,649""","N43° 50' 44,521""",1575,,SA-PRI-ALIP-D1575,033715,FTTB,ALIPAŠINO,,,Bajrama_Zenunija_2,715,BAJRAMA ZENUNIJA 2,10 11 0 148,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,18.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,
18.35849056,43.84558861,34972.0,1576,Bajrama Zenunija 3,,,,DSLAM-VDSL,"1576-, DSLAM-VDSL",14,,"Bajrama Zenunija 3-1576, DSLAM-VDSL",,1,Sarajevo,,10871,Novi Grad,1,2015,,,,,, ,033716,6528821.2766,4855751.5122,"E18° 21' 30,566""","N43° 50' 44,119""",1576,,SA-PRI-ALIP-D1576,033716,FTTB,ALIPAŠINO,,,Bajrama_Zenunija_3,716,BAJRAMA ZENUNIJA 3,10 11 0 149,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,14.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,
18.35859444,43.84535222,34973.0,1577,Bajrama Zenunija 4,,,,DSLAM-VDSL,"1577-, DSLAM-VDSL",14,,"Bajrama Zenunija 4-1577, DSLAM-VDSL",,1,Sarajevo,,10871,Novi Grad,1,2015,,,,,, ,033718,6528829.7299,4855725.3101,"E18° 21' 30,940""","N43° 50' 43,268""",1577,,SA-PRI-ALIP-D1577,033718,FTTB,ALIPAŠINO,,,Bajrama_Zenunija_4,718,BAJRAMA ZENUNIJA 4,10 11 0 150,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,12.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,
18.35365361,43.8449925,34974.0,1578,Ive Andrica 3,,,,DSLAM-VDSL,"1578-, DSLAM-VDSL",14,,"Ive Andrica 3-1578, DSLAM-VDSL",,1,Sarajevo,,10871,Novi Grad,1,2015,,,,,, ,033719,6528432.6813,4855683.6313,"E18° 21' 13,153""","N43° 50' 41,973""",1578,,SA-PRI-ALIP-D1578,033719,FTTB,ALIPAŠINO,,,Ive_Andrica_3,719,IVE ANDRIĆA 3,10 11 0 153,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,20.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,
18.35385306,43.8445125,34975.0,1579,Ive Andrica 7,,,,DSLAM-VDSL,"1579-, DSLAM-VDSL",14,,"Ive Andrica 7-1579, DSLAM-VDSL",,1,Sarajevo,,10871,Novi Grad,1,2015,,,,,, ,033720,6528448.9504,4855630.3885,"E18° 21' 13,871""","N43° 50' 40,245""",1579,,SA-PRI-ALIP-D1579,033720,FTTB,ALIPAŠINO,,,Ive_Andrica_7,720,IVE ANDRIĆA 7,10 11 0 156,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,12.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,
18.35408389,43.84434222,34976.0,1581,Ive Andrica 9,,,,DSLAM-VDSL,"1581-, DSLAM-VDSL",14,,"Ive Andrica 9-1581, DSLAM-VDSL",,1,Sarajevo,,10871,Novi Grad,1,2015,,,,,, ,033722,6528467.5931,4855611.5565,"E18° 21' 14,702""","N43° 50' 39,632""",1581,,SA-PRI-ALIP-D1581,033722,FTTB,ALIPAŠINO,,,Ive_Andrica_9,722,IVE ANDRIĆA 9,10 11 0 158,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,12.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,
18.351975,43.84445639,34977.0,1580,Ive Andrica 8,,,,DSLAM-VDSL,"1580-, DSLAM-VDSL",14,,"Ive Andrica 8-1580, DSLAM-VDSL",,1,Sarajevo,,10871,Novi Grad,1,2015,,,,,, ,033721,6528297.9868,4855623.5018,"E18° 21' 7,110""","N43° 50' 40,043""",1580,,SA-PRI-ALIP-D1580,033721,FTTB,ALIPAŠINO,,,Ive_Andrica_8,721,IVE ANDRIĆA 8,10 11 0 157,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,9.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,
18.35819056,43.843545,34978.0,1584,Geteova 13,,,,DSLAM-VDSL,"1584-, DSLAM-VDSL",14,,"Geteova 13-1584, DSLAM-VDSL",,1,Sarajevo,,10871,Novi Grad,1,2015,,,,,, ,033723,6528798.1403,4855524.4158,"E18° 21' 29,486""","N43° 50' 36,762""",1584,,SA-PRI-ALIP-D1584,033723,FTTB,ALIPAŠINO,,,Geteova_13,723,GETEOVA 13_ALC,10 11 0 133,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,24.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,
18.35835361,43.84335056,35235.0,1585,Geteova 14,,,,DSLAM-VDSL,"1585-, DSLAM-VDSL",14,,"Geteova 14-1585, DSLAM-VDSL",,1,Sarajevo,,10871,Novi Grad,1,2015,,,,,, ,033724,6528811.3418,4855502.8691,"E18° 21' 30,073""","N43° 50' 36,062""",1585,,SA-PRI-ALIP-D1585,033724,FTTB,ALIPAŠINO,,,Geteova_14,724,GETEOVA 14_ALC,10 11 0 134,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,25.0,21.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,
18.35828861,43.84318417,35236.0,1586,Geteova 15,,,,DSLAM-VDSL,"1586-, DSLAM-VDSL",14,,"Geteova 15-1586, DSLAM-VDSL",,1,Sarajevo,,10871,Novi Grad,1,2015,,,,,, ,033725,6528806.1875,4855484.3428,"E18° 21' 29,839""","N43° 50' 35,463""",1586,,SA-PRI-ALIP-D1586,033725,FTTB,ALIPAŠINO,,,Geteova_15,725,GETEOVA 15_ALC,10 11 0 135,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,21.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,
18.358345,43.84185083,35237.0,1587,Bosanska 12,,,,DSLAM-VDSL,"1587-, DSLAM-VDSL",14,,"Bosanska 12-1587, DSLAM-VDSL",,1,Sarajevo,,10871,Novi Grad,1,2015,,,,,, ,033726,6528811.3631,4855336.2713,"E18° 21' 30,042""","N43° 50' 30,663""",1587,,SA-PRI-ALIP-D1587,033726,FTTB,ALIPAŠINO,,,Bosanska_12,726,BOSANSKA 12_ALC,10 11 0 136,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,10.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,
18.35865083,43.84233361,35238.0,1588,Bosanska 14,,,,DSLAM-VDSL,"1588-, DSLAM-VDSL",14,,"Bosanska 14-1588, DSLAM-VDSL",,1,Sarajevo,,10871,Novi Grad,1,2015,,,,,, ,033727,6528835.7284,4855389.9923,"E18° 21' 31,143""","N43° 50' 32,401""",1588,,SA-PRI-ALIP-D1588,033727,FTTB,ALIPAŠINO,,,Bosanska_14,727,BOSANSKA 14_ALC,10 11 0 138,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,19.0,20.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,
18.42510472,43.85440944,35240.0,1582,Skenderpasina _lake,,,,DSLAM-VDSL,"1582-, DSLAM-VDSL",14,,"Skenderpasina _lake-1582, DSLAM-VDSL",,1,Sarajevo,,10839,Centar,1,2015,,,,,, ,033717,6534171.7673,4856756.76,"E18° 25' 30,377""","N43° 51' 15,874""",1582,,SA-PRI-OBAL-D1582,033717,FTTB,OBALA,,,Skenderpasina_LAKE,717,SKENDERPAŠIN_LAKE_AL,10 11 0 112,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,7.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,
18.34872528,43.90047472,35241.0,1583,Vogosca,,,,DSLAM-VDSL,"1583-, DSLAM-VDSL",14,,"Vogosca-1583, DSLAM-VDSL",,1,Sarajevo,,10928,Vogošaa,1,2015,,,,,, ,033G03,6528010.4569,4861845.2731,"E18° 20' 55,411""","N43° 54' 1,709""",1583,,SA-PRI-VOGO-G1583,033G03,ZHONE - MTU IIG,VOGOŠĆA,,,Vogosca GPON,G03,VOGOSCA GPON,10 100 6 3,BIHNET GPON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,157.0,64.0,23.0,0.0,7.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0,
18.35549,43.84534472,35242.0,1590,Trg solidarnosti 23,,,,DSLAM-VDSL,"1590-, DSLAM-VDSL",14,,"Trg solidarnosti 23-1590, DSLAM-VDSL",,1,Sarajevo,,10871,Novi Grad,1,2015,,,,,, ,033728,6528580.1435,4855723.395,"E18° 21' 19,764""","N43° 50' 43,241""",1590,,SA-PRI-ALIP-D1590,033728,FTTB,ALIPAŠINO,,,Trg_Solidarnosti_23,728,T.SOLIDARNOSTI 23_AL,10 11 0 142,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,96.0,48.0,34.0,0.0,19.0,3.0,0.0,0.0,0.0,0.0,52.0,52.0,
18.35677889,43.84577028,35243.0,1591,Trg solidarnosti 13,,,,DSLAM-VDSL,"1591-, DSLAM-VDSL",14,,"Trg solidarnosti 13-1591, DSLAM-VDSL",,1,Sarajevo,,10871,Novi Grad,1,2015,,,,,, ,033729,6528683.5702,4855771.1071,"E18° 21' 24,404""","N43° 50' 44,773""",1591,,SA-PRI-ALIP-D1591,033729,FTTB,ALIPAŠINO,,,Trg_Solidarnosti_13,729,T.SOLIDARNOSTI 13_AL,10 11 0 141,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,28.0,20.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,32.0,32.0,
18.3586775,43.84513639,35244.0,1592,Bajrama Zenunija 6,,,,DSLAM-VDSL,"1592-, DSLAM-VDSL",14,,"Bajrama Zenunija 6-1592, DSLAM-VDSL",,1,Sarajevo,,10871,Novi Grad,1,2015,,,,,, ,033730,6528836.5124,4855701.3398,"E18° 21' 31,239""","N43° 50' 42,491""",1592,,SA-PRI-ALIP-D1592,033730,FTTB,ALIPAŠINO,,,Bajrama_Zenunija_6,730,B.ZENUNIJA 6_ALC,10 11 0 152,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,15.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,
18.35861806,43.84521194,35245.0,1593,Bajrama Zenunija 5,,,,DSLAM-VDSL,"1593-, DSLAM-VDSL",14,,"Bajrama Zenunija 5-1593, DSLAM-VDSL",,1,Sarajevo,,10871,Novi Grad,1,2015,,,,,, ,033731,6528831.6923,4855709.7363,"E18° 21' 31,025""","N43° 50' 42,763""",1593,,SA-PRI-ALIP-D1593,033731,FTTB,ALIPAŠINO,,,Bajrama_Zenunija_5,731,B.ZENUNIJA 5_ALC,10 11 0 151,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,17.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,
18.35371639,43.84473583,35246.0,1594,Ive Andrica 5,,,,DSLAM-VDSL,"1594-, DSLAM-VDSL",14,,"Ive Andrica 5-1594, DSLAM-VDSL",,1,Sarajevo,,10871,Novi Grad,1,2015,,,,,, ,033732,6528437.8466,4855655.1543,"E18° 21' 13,379""","N43° 50' 41,049""",1594,,SA-PRI-ALIP-D1594,033732,FTTB,ALIPAŠINO,,,Ive_Andrica_5,732,IVE ANDRIĆA 5_ALC,10 11 0 155,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,23.0,22.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,
18.3519575,43.84477778,35247.0,1595,Ive Andrica 4,,,,DSLAM-VDSL,"1595-, DSLAM-VDSL",14,,"Ive Andrica 4-1595, DSLAM-VDSL",,1,Sarajevo,,10871,Novi Grad,1,2015,,,,,, ,033733,6528296.4116,4855659.2044,"E18° 21' 7,047""","N43° 50' 41,200""",1595,,SA-PRI-ALIP-D1595,033733,FTTB,ALIPAŠINO,,,Ive_Andrica_4,733,IVE ANDRIĆA 4_ALC,10 11 0 154,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,22.0,22.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,
18.34700056,43.84338667,35248.0,1596,Ante Babica 11,,,,DSLAM-VDSL,"1596-, DSLAM-VDSL",14,,"Ante Babica 11-1596, DSLAM-VDSL",,1,Sarajevo,,10871,Novi Grad,1,2015,,,,,, ,033734,6527898.5532,4855502.9718,"E18° 20' 49,202""","N43° 50' 36,192""",1596,,SA-PRI-ALIP-D1596,033734,FTTB,ALIPAŠINO,,,Ante_Babica_11,734,ANTE BABIĆA 11_ALC,10 11 0 159,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,22.0,24.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,
18.82766083,44.72194917,35249.0,4776,Celic,,,KC,DSLAM,"4776-, DSLAM",14,,"Celic-4776, DSLAM",,1,Tuzla,t3,11231,Eelia,1,2015,,,,,, ,035575,6565558.8296,4953381.0252,"E18° 49' 39,579""","N44° 43' 19,017""",4776,CELIC MSAN NOKIA,TU-PRI-CELC-D4776,035575,FTTE/CO,ČELIĆ,,,CELIC_1,575,ALC CELIC,   ,ALCATEL 7330 ISAM FTTN R4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,360.0,223.0,192.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,251.0,251.0,
18.69937611,44.52967667,35556.0,4779,Stupine B9 FTTB,STUP,,KC,DSLAM,"4779-STUP, DSLAM",14,,"Stupine B9 FTTB-4779, DSLAM",,1,Tuzla,t13,11091,Tuzla,1,2015,,,,,, ,035577,6555580.599,4931924.027,"E18° 41' 57,754""","N44° 31' 46,836""",4779,,TU-PRI-STUP-D4779,035577,FTTB,TUZLA,,,STUPINE_BLOK_B9,577,ALC FTTB STUPINE B9,10 11 4 143,ALCATEL 7330 ISAM FTTN R4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,144.0,102.0,70.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,106.0,106.0,
18.70007806,44.53013889,35557.0,4780,Stupne B10 FTTB,STUP,,KC,DSLAM,"4780-STUP, DSLAM",14,,"Stupne B10 FTTB-4780, DSLAM",,1,Tuzla,t13,11091,Tuzla,1,2015,,,,,, ,035578,6555635.9506,4931975.8666,"E18° 42' 0,281""","N44° 31' 48,500""",4780,,TU-PRI-STUP-D4780,035578,FTTB,TUZLA,,,Stupine_B10,578,ALC FTTB STUPINE B10,10 11 4 134,ALCATEL 7356 ISAM FTTB R4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,96.0,59.0,27.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,
18.69848528,44.531,35558.0,4781,Stupine B12 FTTB,STUP,,KC,DSLAM,"4781-STUP, DSLAM",14,,"Stupine B12 FTTB-4781, DSLAM",,1,Tuzla,t13,11091,Tuzla,1,2015,,,,,, ,035544,6555508.555,4932070.438,"E18° 41' 54,547""","N44° 31' 51,600""",4781,,TU-PRI-STUP-D4781,035544,FTTB,TUZLA,,,Stupine_B12,544,ALC STUPINE B12,10 11 4 135,ALCATEL ISAM 7356 FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,96.0,68.0,34.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,
18.35004639,43.82980861,35560.0,1598,Dobrinjske Bolnice 8,DOBR,,,DSLAM-VDSL,"1598-DOBR, DSLAM-VDSL",14,,"Dobrinjske Bolnice 8-1598, DSLAM-VDSL",,1,Sarajevo,,10871,Novi Grad,2,2015,,,,,, ,033735,6528149.8017,4853995.6956,"E18° 21' 0,167""","N43° 49' 47,311""",1598,,SA-PRI-DOBR-D1598,033735,FTTB,ALIPAŠINO,,,Dobrinjske_Bolnice_8,735,D.BOLNICE_8_ALC_7356,10 11 0 221,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,20.0,13.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,21.0,21.0,
18.3509475,43.82966972,35561.0,1599,Dobrinjske Bolnice 13,DOBR,,,DSLAM-VDSL,"1599-DOBR, DSLAM-VDSL",14,,"Dobrinjske Bolnice 13-1599, DSLAM-VDSL",,1,Sarajevo,,10871,Novi Grad,2,2015,,,,,, ,033736,6528222.3306,4853980.5552,"E18° 21' 3,411""","N43° 49' 46,811""",1599,,SA-PRI-DOBR-D1599,033736,FTTB,ALIPAŠINO,,,Dobrinjske_Bolnice_13,736,D.BOLNICE_13_ALC,10 11 0 222,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,27.0,22.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,29.0,29.0,
18.19579028,44.76494111,35562.0,4782,Lukavica 3,,,KC,DSLAM,"4782-, DSLAM",14,,"Lukavica 3-4782, DSLAM",,1,Tuzla,t5,10383,Graeanica,2,2015,,,,,, ,035573,6515497.0,4957843.0,"E18° 11' 44,845""","N44° 45' 53,788""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.73927333,44.66706611,35563.0,4783,Sibosnica 2,,,KC,DSLAM,"4783-, DSLAM",14,,"Sibosnica 2-4783, DSLAM",,1,Tuzla,t3,11231,Eelia,2,2015,,,,,, ,035580,6558613.0,4947216.0,"E18° 44' 21,384""","N44° 40' 1,438""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.56929778,44.49034972,35564.0,4784,Kiseljak Jezero 2(kiseljak2),KIJE,,KC,DSLAM,"4784-KIJE, DSLAM",14,,"Kiseljak Jezero 2(kiseljak2)-4784, DSLAM",,1,Tuzla,t13,11091,Tuzla,2,2015,,,,,, ,035579,6545273.4826,4927474.5869,"E18° 34' 9,472""","N44° 29' 25,259""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.91552028,43.7013975,35568.0,6217,Kralupi,,,,DSLAM,"6217-, DSLAM",14,,"Kralupi-6217, DSLAM",,1,Mostar,m2,10529,Konjic,2,2015,,,,,, ,036201,6493191.8277,4839675.1324,"E17° 54' 55,873""","N43° 42' 5,031""",6217,,MO-PRI-KRAL-D6217,036201,FTTC,KRALUPI,,,Kralupi,201,KRALUPI REM,10 11 20 26,ALCATEL 7356 ISAM FTTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,96.0,35.0,40.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,
